actual_rating,predicted_rating,explanation,is_valid_json,error,review_text,latency_sec
1,1.0,"Despite excellent food, the service was consistently and exceptionally poor across multiple visits, leading to long waits, being ignored, and overall extreme disappointment. The consistently terrible service ruins the experience entirely, prompting the reviewer to state they will not return.",True,,"The absolute worse service I've encountered. My boyfriend, son and I sat at a tepan table, we were i...",4.089710712432861
1,,,False,"API error: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'The model is overloaded. Please try again later.', 'status': 'UNAVAILABLE'}}",Ok..I told Amanda that anyplace that serves beer would have a tough time getting less than 2 stars f...,1.4255878925323486
2,3.0,"The review indicates a very average experience with mixed feelings. While aspects like fresh jalapenos and being filling were positive, the fries lacked seasoning and it was a bit pricey. The overall sentiment of ""just OK"" and willingness to try again aligns with a 3-star rating.",True,,"Its was just OK!
Liked the fresh jalapenos option, fries hardly had seasoning, was a bit pricey, but...",4.861802101135254
2,1.0,"The reviewer expressed extreme disappointment, citing raw hash browns and severely undercooked eggs. Despite acknowledging reasonable prices and local ingredients, the overall experience was overwhelmingly negative, with the reviewer explicitly stating the food quality was ""below Waffle House"" and strongly advising against visiting.",True,,I am new to the Phoenix area and was in the mood for someone else to cook my breakfast for a change ...,4.455367803573608
2,2.0,"The reviewer expressed significant disappointment with the guacamole and salsa, calling them 'not very good.' The rest of the food was only 'just okay,' and they felt it didn't meet expectations for a restaurant in its location, indicating a generally negative experience despite their stated criticality.",True,,"I've always said if the guacamole, chips and salsa aren't good, the food is not likely to be good ei...",3.787911891937256
2,2.0,"The burger was reported as tasteless with a weird texture, which is a significant negative for a primary menu item. While the rootbeer was delicious and fries decent, the poor quality of the main dish justifies a low rating, despite the customer's willingness to return.",True,,The burger I had there was tasteless and had a weird texture. The fries were decent and their signat...,3.011077880859375
2,1.0,"The review describes an exceptionally poor experience, including a significantly extended wait time, lack of communication, and an incredibly rude waiter. While the manager attempted to salvage the situation and the food was decent, the overall service was so abysmal that it completely overshadowed any positives, leading the reviewer to state they would never return.",True,,"This 2 stars is extremely generous. Wanna know why? Read on.

My party of 7 and a baby got to Pappad...",4.041049957275391
2,1.0,"The review lists numerous significant negatives: over-hyped, overpriced menu, small portions, low-quality meat, slow service, and sterile decor. This consistently negative feedback points to a very poor dining experience.",True,,I believe this place is over-hyped.  the menu is overpriced.  the portions are small.  the meat is l...,3.9087209701538086
2,1.0,"The reviewer expresses strong dissatisfaction, stating they ""won't be coming back"" and calling the restaurant ""cheap bastards"" for missing shrimp in their Pad Thai, which was explicitly listed on the menu. Small portions and generally low quality also contributed to this very negative experience.",True,,I've been here twice for lunch. It's okay but I won't be coming back. The portions are small. I had ...,5.651081800460815
2,2.0,"The food was described as ""just OK"" and running out of a key item like ahi tuna by 9 PM is a significant negative. Although happy hour specials were good, the early closing time also contributed to a less than satisfactory experience, justifying a 2-star rating.",True,,"2.5, just not enough to give it three. 

Food was just OK and they ran out of ahi tuna by 9pm! 

The...",3.987273931503296
2,1.0,"The review is overwhelmingly negative, expressing profound disappointment and labeling the establishment as ""soulless,"" ""middling boring,"" and ultimately failing to deliver on any level.",True,,"Talk about disappointed.  I had high hopes for this place, what with its location and idiosyncratic ...",2.049255847930908
2,3.0,"The reviewer expressed strong discomfort and alienation regarding the restaurant's atmosphere and clientele. However, the food itself, particularly the Buffalo Chicken sandwich and baked beans, was described positively as 'super hot and tasty' and having a 'southwestern flare', indicating a mixed experience.",True,,"When I walked through the swinging doors around noon on a Sunday, I walked into Hooterville.  Think ...",11.600535154342651
2,1.0,"The review details an overwhelmingly negative experience, citing bland, flavorless, and disgusting food with poor textures, long wait times, and issues like running out of bread. Even drinks were inconsistent and slow. The few positive aspects (patio, healthy concept) were overshadowed by the poor execution.",True,,Bland and lackluster food that is not worth the price or the wait to get it.  We had lunch at Nouris...,3.5944530963897705
2,2.0,"The reviewer explicitly states this is a 2-star experience, citing significant disappointment with ""less than mediocre food and terrible service"" during dinner. While the bar experience was positive, the main course suffered from inappropriate sauces, small portions, and an uninspired limited menu, leading to a ""devastating"" dining experience.",True,,Oh Man. This is not the place I imagined I would assign my first 2-star rating. I woke up as sad and...,3.5620288848876953
2,1.0,"While Kim's service is praised, the receptionist's forceful, disruptive, and inappropriate behavior created a stressful environment that made the overall experience not worth returning for. The negative impact completely overshadows the positive aspects.",True,,I've been to Jade spirit a few times and Kim really does a great job and he has helped me a great de...,4.204609155654907
2,1.0,"The reviewer highlights severe and persistent issues with dining room cleanliness and staff neglect, forcing patrons to clear tables. Significant hygiene concerns about unrefrigerated salsa bottles are also mentioned, leading to a strong recommendation to avoid the establishment.",True,,Hire a busboy! I had to say it. I had to take these pictures. This is my _third_ visit since my May ...,3.0291547775268555
2,1.0,"The critical observation of a staff member going from the bathroom stall directly to the kitchen without washing hands is a severe health and safety violation that overshadows any positives. Additionally, poor service and a hidden charge for salad toppings contribute to a very negative overall experience, warranting the lowest rating.",True,,"We had a mixed experience at Happy Hour (HH) and dinner.  Quick summary follows.  

Hits:

+ Food wa...",4.064419984817505
2,1.0,"The review expresses significant dissatisfaction with the extremely limited menu, bland pita chips, overly tangy potato salad, and a complete lack of Greek authenticity, leading to a very negative overall experience.",True,,I don't know how this place stays in business. The menu is so limited. Would you like chicken or chi...,3.155313730239868
2,1.0,"The review indicates a highly negative experience due to extremely poor service from hostesses, server, and manager. The main dish (chicken) was dry, and the overall disappointment led the customer to state they will not return. Despite a minor positive note about soup and salad, the core issues warrant a 1-star rating.",True,,The latest Consumer Report magazine gave this restuarant  a higher point value that Houstons.   We d...,2.887483835220337
2,2.0,"While the food, especially the biryani and naan, was highly praised, the extremely poor customer service from the 'aunty type' staff, coupled with the chintzy interior and bizarre TV entertainment, significantly detracted from the dining experience, leading to a low overall rating despite the good food quality.",True,,"I'm going to break this down to explain my two stars. Here we go.

THE GOOD: 
* Great Sindhi biryani...",3.2210440635681152
2,2.0,"The review praises REI's excellent merchandise and helpful staff in certain departments. However, the rating is heavily influenced by a highly negative interaction with a rude and pushy clerk who aggressively questioned the customer's refusal of a loyalty membership, leading to an extremely frustrating and unprofessional checkout experience.",True,,REI.. I love you .. what and who did you hire??!!! BECAUSE you are such a 5star.. you rock.. you hav...,4.64400839805603
2,2.0,"The review details a significant decline in front office service, increased rent, and new fees, creating a largely negative experience. However, the exceptional and responsive maintenance staff prevents a 1-star rating, indicating a mixed but predominantly poor overall sentiment.",True,,"I've lived at Mark Taylor properties for about five or six years now and I have to say, they have de...",2.3714077472686768
2,2.0,"Despite significant negative feedback regarding passenger hygiene and safety, the reviewer explicitly gave two stars because the bus was punctual and one driver was enjoyable. The overall experience was described as 'ghetto' with strong complaints about smell and potential theft.",True,,"One word sums this place up. GHETTO! The other reviews were right on the money. I'm not gonna lie, I...",3.152834177017212
2,1.0,"The review details an extremely negative experience, highlighting incompetent staff who struggled with a simple order and attempted to overcharge significantly. Furthermore, the cupcakes themselves were disappointing and dry. This combination of poor service and product quality warrants a 1-star rating.",True,,"You would think with the economy being what it is today, it would be easy for any establishment to h...",2.165762186050415
2,1.0,"The review expresses significant disappointment with recent changes, citing extremely long service times, incompetent staff who undervalued items, and an overall off-putting attitude. Despite past loyalty, the customer explicitly states they will no longer return, indicating a thoroughly negative experience.",True,,"I used to be an avid shopper/seller at Buffalo Exchange. As I work at a boutique, it was nice that I...",3.728318929672241
2,2.0,"The reviewer found the sub overpriced and ""nothing special"" with poor variety, stating they would have left if not starving. While staff were nice and the place clean, the core food experience was significantly negative, indicating a poor overall value proposition.",True,,"I have driven past this place a million times and never stopped, so today I did.
I basically was in ...",4.952473163604736
2,1.0,"The review expresses profound disappointment with multiple aspects, including the food quality, limited raw fish selection, poor drink preparation, and cramped seating. The customer explicitly warns others away from happy hour rolls and states they 'won't be back,' indicating an extremely negative experience.",True,,Yet another disappointing sushi restaurant in the desert. My date and I went here for their late hap...,3.1463398933410645
2,1.0,"The reviewer expressed strong dissatisfaction with the food quality, stating they were not impressed and would not return due to better alternatives, indicating a very negative experience.",True,,Went to this place with family for a birthday party and tried various items from the menu.  Wasn't i...,2.5442349910736084
2,2.0,"The review expresses significant disappointment with the green chili mac & cheese, describing it as 'horrible' and 'grainy and gritty.' While the pulled pork sandwich was 'pretty darn good,' the overall sentiment suggests it's only a fallback option for BBQ, indicating a below-average experience.",True,,After reading all the raves about the green chili mac & cheese it was a must have - and then immedia...,3.5859010219573975
2,1.0,"The review expresses extreme dissatisfaction with almost every food item, describing them as awful, overcooked, greyish, fishy, and overly salty. While service and atmosphere had minor positive points, the core dining experience was overwhelmingly negative, leading to a strong declaration of never returning.",True,,"Ok so I get the peanut thing, wood accented atmosphere, good service (although rather ""in your face""...",2.0001726150512695
2,2.0,"The review notes good happy hour deals and atmosphere but emphasizes significant negatives like terrible parking, high prices, and constant overcrowding, which detract substantially from the overall experience.",True,,Good = Happy hour is a great deal but it's always PACKED. The open atmosphere is awesome in the spri...,3.478512763977051
2,2.0,"The reviewer highlights several negatives including high prices compared to value and size, a credit card surcharge, and generally not being impressed despite the 'pretty good' chai lattes and local artwork. The high cost and surcharges significantly detract from the experience.",True,,"Yes, I've had better.

The chai lattes are pretty good, but not worth $4.50 for a large(which was a ...",3.2127737998962402
2,1.0,"The review details a thoroughly negative experience, citing rude and inefficient service from the initial call to ordering, extremely poor food quality described as ""blah"" and even ""tasted like dirt,"" an inconvenient outdoor condiment station, and unsanitary conditions with flies. Patrons felt ripped off and left hungry, making for a truly awful dining experience despite the ""farm fresh concept.""",True,,"I don't get it!!
My husband, daughter and I went to eat at Joe's because we saw a menu in the Hotel ...",5.738576889038086
2,1.0,"The review highlights numerous severe problems with food quality, preparation, and ingredient imbalance for both the pizza and salad. Service was also noted as inattentive and avoidant. This indicates a highly disappointing experience, warranting the lowest rating.",True,,"Bleh. 

I have been anxiously awaiting the opening of this spot, since I frequent the other spots on...",3.537351131439209
2,3.0,"The reviewer praises the bar's appearance and cocktails, along with the restaurant's concept and aesthetic. However, significant disappointment is expressed regarding the food menu, which is seen as inconsistent with the upscale ambiance and indicative of a confused identity for the establishment. This mixed feedback suggests an average experience.",True,,Let me say this: the bar at Hanny's is one of the best looking bars in Phoenix. This square-shaped s...,4.731817960739136
2,2.0,"While service and atmosphere were positive, the review criticizes the ""Americanized"" food, merely ""OK"" taste, and poor value compared to competitors, along with a heavy sauce. The culinary negatives significantly outweigh the positives.",True,,"Meh.  Service was friendly, and the atmosphere is bright and festive, but it's pretty Americanized M...",4.277297019958496
2,1.0,"The review highlights numerous significant negative aspects including an extremely small, airless room for 10 people, outdated song choices, mediocre and undercooked food, and errors with drink orders and the bill, resulting in a very poor overall experience.",True,,My friends and I got a 10-person karaoke room and ordered food while we sang. The room is SMALL --in...,2.8210628032684326
2,1.0,"The reviewer had two consistently negative experiences, specifically citing horrible service, long wait times, and unsatisfactory food due to an abundance of raw onions. The concluding statement, 'I will not be back!', strongly indicates a very poor rating.",True,,I have been to Las Glorias twice with people from work.  Both times I was underwhelmed.  The first t...,2.531709909439087
2,2.0,"The review highlights significant issues with slow service and an incorrect order, causing frustration due to time constraints and leading to a very inefficient dining experience. While the food was described as delicious, the repeated service failures heavily outweigh the positive aspects.",True,,Came here one morning a couple of weeks ago.  Had about 50 minutes alloted before my Mayo clinic app...,6.792964935302734
2,3.0,"The review indicates a mixed experience, with good margaritas and wonderful guacamole balanced by fair (small) tacos and a loud environment after 10 PM. This combination suggests an average rating.",True,,"Margaritas were good, tacos were fair (small), guacamole was wonderful. after ten it gets really lou...",3.082641839981079
2,1.0,"The reviewer expressed significant disappointment, stating they were 'not impressed at all' with both the unappetizing salad and the mediocre pizza. The phrases 'very sad and disappointed' and 'will not be going back' indicate a thoroughly negative experience.",True,,I had been wanting to try Sal's for quite a while but never got around to it.  Until today!  I got a...,2.645159959793091
2,2.0,"The review explicitly states ""Two stars... lucky it isn't one."" The customer experienced extremely poor service from an unenthusiastic employee, a sub-par and carelessly made sandwich, and a general lack of customer care. This led to a very negative overall experience.",True,,"Stopped by one night late, only one guy working, probably the manager/owner based on him being on th...",2.2624170780181885
3,3.0,"The review reflects a mixed experience, acknowledging a very tasty burrito and super good, spicy salsa. However, significant negatives included the inconvenience of having to ask for a bathroom key, a perceived unfriendly staff interaction, and the high price of chips.",True,,I think the lady behind the counter didn't like me.  Could've just been me.  I don't know.  It's jus...,4.130284070968628
3,2.0,"The review highlights good value with an inexpensive early bird special and a pleasant ambiance with a koi pond. However, the food is critically described as 'very bland and flavorless,' requiring soy sauce for any taste. This major flaw in food quality significantly outweighs the positives on price and features.",True,,"Inexpensive for the early bird special.  $5.55 for the combination plates that include egg roll, sou...",3.4590039253234863
3,2.0,"The reviewer liked the trendy atmosphere and praised the great customer service. However, they were significantly disappointed with the value of the NY strip steak, noting it didn't come with a side and wasn't worth the price. The strong closing statement, ""I don't think I will be eating here again,"" indicates overall dissatisfaction despite the positive aspects, warranting a low rating.",True,,"Love the atmosphere and how trendy rhus place is, reminds me of Nip/tuck kinda, the way they have it...",8.918838024139404
3,3.0,"The reviewer appreciated the unique restaurant concept and fresh ingredients in some items but found the chicken consistently dry and bland. A significant negative factor was the use of styrofoam cups, which directly contradicted the establishment's 'Healthy Food for a Hungry Planet' slogan, leading to an overall average rating.",True,,Its refreshing to find one-of-a-kind places -- God knows Phoenix needs more of them to inject person...,4.119557857513428
3,3.0,"The reviewer appreciated the film selection but was significantly disappointed by the demographic of the clientele, which negatively impacted their overall experience.",True,,Good to know they still have independent films and they chose wisely what to play. Unfortunately thi...,2.594639301300049
3,3.0,"Despite a highly negative encounter with a staff member that prevented the party from ordering, the reviewer explicitly states a 3-star rating, citing previous positive experiences with the food and appreciation for the local, charming establishment.",True,,All I'm saying is they need to do a better job at hiring their staff. The girl that helped us out la...,3.1659507751464844
3,1.0,"The review expresses strong dissatisfaction with both cupcakes, describing them as 'okay' at best, 'very plain,' and 'not really that great.' Specific complaints include bland red velvet, poor frosting texture, a crown popping off, and an unbalanced peanut butter chocolate cupcake. The reviewer explicitly states, 'I will not be back. I don't like you.'",True,,"I am not happy with Sprinkles, but I can't really subtract stars because I make better cupcakes than...",3.801466941833496
3,3.0,"The food was good and comparable to other bakeries. However, the service was inconsistent with an unfriendly cashier, and nothing about the experience truly stood out, leading to an average rating.",True,,"Had a coupon so decided to have lunch at Wildflower. The food was pretty good, similar to other spec...",3.3508379459381104
3,3.0,"The review indicates an average experience, with some dishes being good and others just okay, and ultimately not satisfying their specific craving for authentic New Mexican food. This suggests a neutral to slightly above-average rating.",True,,We were still on a search for New Mexican food and I read up on this place and it was also recommend...,3.097965955734253
3,3.0,"The reviewer enjoyed the excellent band, friendly staff, and fun crowd. However, significant negatives like the venue being too small, overcrowded, dark, and difficult to move around, along with minimal parking, resulted in the reviewer being on the fence about returning, despite the positive aspects.",True,,Funny story about my experience at this place. My Classmate mentioned she loves this place for other...,5.122282028198242
3,4.0,"The review indicates a positive experience overall, praising the friendly service, nicer environment, and good quality of bacon and eggs. While the protein pancakes had a texture drawback, their flavor was noted, and the establishment is recommended for those seeking a non-chain breakfast option, suggesting a solid, above-average dining experience.",True,,U.S. Egg is situated directly across the street from Denny's.  A nicer and classier environment than...,6.686084985733032
3,2.0,"The reviewer had a positive experience browsing, but the overwhelmingly negative and frustrating experience selling books, described as a 'total rip off' and 'waste of time,' significantly impacted their overall perception, leading to a low rating.",True,,I've been to Bookman's a few times and have mixed feelings about it. If you're going just to look ar...,2.957366943359375
3,4.0,"The review expresses positive sentiment towards the ""pretty good deli sandwich"" and ""love"" for the market selection, indicating a largely enjoyable experience. However, the ""hassle for parking"" prevents a perfect 5-star rating, leading to a solid 4 stars.",True,,Pretty good deli sandwich but a hassle for parking. Love the selection of things to buy sorta like a...,4.605211019515991
3,2.0,"Despite the 'great food,' the explicit mention of 'bad service' and a significant language barrier ('Does anyone speak English in here?') points to a frustrating and poor overall dining experience. The negative impact of service and communication issues likely outweighs the food quality for the reviewer.",True,,"Great food, bad service. Does anyone speak english in here?...",4.8234922885894775
3,4.0,"The review describes the hike as ""pretty cool"" and ""pretty easy,"" indicating a positive and enjoyable experience with good views. No significant complaints or downsides are mentioned, warranting a solid rating.",True,,"About 1.6 miles roundtrip from the Maricopa Ramada.  Pretty cool little climb, but then you end up o...",2.512377977371216
3,2.0,"The reviewer criticizes Pei Wei for its lack of authentic Asian flavors, Americanized dishes, and inconsistent food quality, citing tough meat, dry Kung Pao, and clumpy chicken in past orders. The 'fake' Asian dining experience and inconvenient family-style portions for single diners or coworkers also contribute to the low rating.",True,,"Pei Wei is always busy, that's gotta mean something right? Wrong. There are restaurants that serve b...",5.453366756439209
3,4.0,"The review praises excellent food and top-notch service, indicating a high-quality experience. However, the mention of ""exorbitantly priced"" and ""not for budget minded diners"" suggests a significant drawback regarding value, leading to a 4-star rating instead of a perfect 5.",True,,"Excellent food, top-notch service, exorbitantly priced.  Not for budget minded diners......",3.5852041244506836
3,4.0,"Despite significant issues with inconsistent service and frequent food shortages, the reviewer still considers the place a good choice for authentic food, and explicitly states they would give it 3.5 stars, which rounds to 4 for integer ratings. The food taste was praised when available.",True,,"I've returned to this place 2 more times after my last review. Wait service was still inconsistent, ...",2.8759689331054688
3,1.0,"The reviewer expressed strong disappointment, stating the food was 'nothing special' and typical. The specific complaint about the bourbon chicken tasting like teriyaki indicates a poor experience, warranting a 1-star rating for not meeting expectations.",True,,i don't understand the hype. it's very typical american chinese food. tried the bourbon chicken and ...,5.776936054229736
