actual_rating,predicted_rating,explanation,is_valid_json,error,review_text,latency_sec
1,1.0,"This review is overwhelmingly negative, detailing numerous severe issues across all aspects of the experience. It highlights a ""total makeover"" needed, a ""total jerk"" ticket lady who messed up change, tickets being ""ripped"" from hands, popcorn butter tasting like ""cough syrup"", an ""extremely dirty"" theater with screaming kids, and an unhelpful manager who ""threatened to kick us out"". The customer was ""appalled"" and called it a ""complete waste of time and money"", strongly recommending others ""stay away"". There are absolutely no positive remarks.",True,,Was in town for a business meeting and tried to catch a movie with a friend. First impression of the...,3.3273520469665527
1,1.0,"The review overwhelmingly details multiple, severe instances of consistently poor service across two separate visits, including being ignored for extended periods, incorrect orders, and unhelpful management. While the food is repeatedly praised as 'excellent' and 'great,' the catastrophic service completely overshadows this positive, leading to extreme disappointment and a firm decision never to return. The pervasive service failures made the experience intolerable for the customer.",True,,"The absolute worse service I've encountered. My boyfriend, son and I sat at a tepan table, we were i...",7.079270124435425
1,1.0,"The review uses overwhelmingly negative language, including ""tough time getting less than 2 stars"", wishing for ""1.5"" stars, and ultimately concluding with ""1.2 stars and I am rounding down"". The reviewer expresses strong disapproval of the bar's perceived intolerance, clientele (""facial hair than head hair""), music choice (""Puddle of Mudd, Disturbed and POD in karaoke form""), and overall atmosphere, explicitly stating ""Oh lord don't ever make me go back"". The only semi-positive note is about beer, which is quickly negated by the intense dislike for everything else.",True,,Ok..I told Amanda that anyplace that serves beer would have a tough time getting less than 2 stars f...,4.19091796875
2,,,False,"API error: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'The model is overloaded. Please try again later.', 'status': 'UNAVAILABLE'}}","Its was just OK!
Liked the fresh jalapenos option, fries hardly had seasoning, was a bit pricey, but...",1.8129940032958984
2,,,False,"API error: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'The model is overloaded. Please try again later.', 'status': 'UNAVAILABLE'}}",I am new to the Phoenix area and was in the mood for someone else to cook my breakfast for a change ...,1.9150793552398682
2,,,False,"API error: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'The model is overloaded. Please try again later.', 'status': 'UNAVAILABLE'}}","I've always said if the guacamole, chips and salsa aren't good, the food is not likely to be good ei...",2.0710196495056152
2,,,False,"API error: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'The model is overloaded. Please try again later.', 'status': 'UNAVAILABLE'}}",The burger I had there was tasteless and had a weird texture. The fries were decent and their signat...,2.2094578742980957
2,,,False,"API error: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'The model is overloaded. Please try again later.', 'status': 'UNAVAILABLE'}}","This 2 stars is extremely generous. Wanna know why? Read on.

My party of 7 and a baby got to Pappad...",2.2143290042877197
2,1.0,"The review contains a multitude of strong negative keywords and phrases: ""over-hyped,"" ""overpriced,"" ""portions are small,"" ""meat is low quality,"" ""slow service,"" and ""sterile decor."" There are absolutely no positive comments or mitigating factors. This indicates an extremely poor experience across multiple aspects, justifying the lowest possible rating.",True,,I believe this place is over-hyped.  the menu is overpriced.  the portions are small.  the meat is l...,2.818760871887207
2,2.0,"The review starts with a mixed ""It's okay"" but quickly shifts to strong negativity, stating the user ""won't be coming back."" Significant issues include small portions, a critical complaint about missing shrimp from a dish listed as containing it, leading to strong negative language (""Cheap bastards""), and labeling the establishment as ""lower quality."" The single positive note about one curry being ""good"" is heavily outweighed by multiple strong negative points and overall dissatisfaction, indicating a largely disappointing experience.",True,,I've been here twice for lunch. It's okay but I won't be coming back. The portions are small. I had ...,4.755949020385742
2,,,False,"API error: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'The model is overloaded. Please try again later.', 'status': 'UNAVAILABLE'}}","2.5, just not enough to give it three. 

Food was just OK and they ran out of ahi tuna by 9pm! 

The...",2.2774181365966797
2,1.0,"The review expresses overwhelming disappointment with strong negative language throughout. Keywords include ""disappointed,"" ""couldn't get past the 'meh' feeling,"" ""failing epically,"" ""soulless,"" and ""fails to deliver."" The reviewer directly compares the bar to Coldplay in a derogatory way and advises others to ""pass on Turf"" if they find ""middling boring."" This indicates a very poor experience and a strong recommendation against visiting.",True,,"Talk about disappointed.  I had high hopes for this place, what with its location and idiosyncratic ...",4.4853010177612305
2,2.0,"The review features overwhelmingly negative and sarcastic language describing the atmosphere and other patrons (""Hooterville"", ""silicone, fake tans"", ""overdose on testosterone"", ""alienation"", ""fake world""), indicating a profound discomfort with the environment. Although the food received positive remarks (""super hot and tasty"" sauce, ""southwestern flare"" beans, ""slightly spicy hot"" chili), the extensive and vivid description of an unpleasant ambiance heavily outweighs the decent food, leading to a poor overall experience for the reviewer.",True,,"When I walked through the swinging doors around noon on a Sunday, I walked into Hooterville.  Think ...",7.438807010650635
2,1.0,"This review is overwhelmingly negative, detailing a litany of severe issues. The food is consistently described as ""bland,"" ""lackluster,"" ""flavorless,"" ""disgusting,"" ""mushy,"" and having an ""off-putting granular texture."" Both the egg sandwich and the veggie quiche received scathing criticism, with one being called the ""most flavorless breakfast item I have ever consumed"" and the other the ""worst breakfast item ever tasted."" Service was also poor, with ""incredibly long waits"" and inconsistent drink quality. Despite an initial draw to healthy options and a nice patio, the reviewer explicitly states these are ""not enough to bring us back,"" indicating a completely unsatisfactory experience across all critical aspects.",True,,Bland and lackluster food that is not worth the price or the wait to get it.  We had lunch at Nouris...,7.599459171295166
2,2.0,"The reviewer explicitly states they are assigning their 'first 2-star rating' and describes the experience as 'sad and disappointed' due to 'less than mediocre food and terrible service'. While the bar experience and appetizer were positive, the main courses were severely criticized for taste and presentation ('so not good', 'all wrong'). The overall dining experience was 'devastating' and 'so not what we came for or expected', indicating a strong negative sentiment that overshadows the minor positives.",True,,Oh Man. This is not the place I imagined I would assign my first 2-star rating. I woke up as sad and...,8.1529381275177
2,1.0,"While Kim receives extremely high praise for his work, the reviewer's overall experience is overwhelmingly negative due to the receptionist's behavior. Her forceful views, constant talking, and creating a non-restful environment make the 'whole experience stressful and not worth going.' The reviewer explicitly states they will not return, despite Kim being 'amazing,' because they are 'not willing to deal with his wife.' This indicates a complete failure in the overall service delivery and customer experience.",True,,I've been to Jade spirit a few times and Kim really does a great job and he has helped me a great de...,5.521984100341797
2,1.0,"The review is overwhelmingly negative, highlighting severe and persistent issues with dining room neglect and cleanliness, forcing patrons to clear tables. The reviewer expresses strong concerns about unrefrigerated salsa and explicitly advises going to competitors. This indicates a very poor and unsatisfactory experience, meriting the lowest possible rating.",True,,Hire a busboy! I had to say it. I had to take these pictures. This is my _third_ visit since my May ...,5.787071943283081
2,1.0,"Despite tasty food and nice ambiance, the service had issues like a forgotten drink and an undisclosed upcharge. Crucially, the observation of a staff member leaving a restroom stall directly for the kitchen without hand-washing represents a severe hygiene violation and major health concern, making the overall experience unacceptable. This critical negative outweighs any positives.",True,,"We had a mixed experience at Happy Hour (HH) and dinner.  Quick summary follows.  

Hits:

+ Food wa...",4.990316152572632
2,1.0,"The review is overwhelmingly negative, using strong negative language such as ""don't know how this place stays in business,"" ""so limited,"" ""bland,"" ""Yuck!,"" and ""way too tangy."" The reviewer expresses deep dissatisfaction with the menu variety, the taste of specific dishes, and the perceived lack of authenticity, with no redeeming qualities mentioned after two visits.",True,,I don't know how this place stays in business. The menu is so limited. Would you like chicken or chi...,5.1379640102386475
2,1.0,"The review expresses extreme disappointment, explicitly disagreeing with a higher rating for the restaurant. It cites numerous severe issues including a ""lack of service,"" poor food timing, ""very dry"" chicken, unprofessional hostesses, an inattentive server, and an absentee manager. The only positive was that the salad and soup were ""good,"" but this is vastly overshadowed by the numerous negative experiences. The reviewer concludes by stating ""Will not return,"" indicating a complete lack of satisfaction.",True,,The latest Consumer Report magazine gave this restuarant  a higher point value that Houstons.   We d...,4.737879991531372
2,2.0,"While the review praises specific food items like the Sindhi biryani, chicken boti tikka, and naan, these positives are completely overshadowed by overwhelmingly negative descriptions of the service, ambiance, and entertainment. The reviewer meticulously details a 'surly aunty type' providing extremely poor customer service, a 'chintzy interior' with water-stained panels, and a 'badly acted Indian soap opera' or 'bad, unknown songs' on the TV. The explicit calculation by the reviewer, ""1 Pretty Good Food - 1 Dubious Dining Room - 1 Surly Aunty Type - 1 Singing/Shrieking Girl/Guy While Eating Curry On The Matterhorn Which Makes No Sense - 1 Overly Randy King of Ancient Sri Lanka Who No One Really Needs To See = 2 Stars,"" clearly indicates the overall low satisfaction despite good food.",True,,"I'm going to break this down to explain my two stars. Here we go.

THE GOOD: 
* Great Sindhi biryani...",5.479066848754883
2,2.0,"The reviewer expresses strong love for REI's merchandise and general offerings, describing them as '5star' and mentioning 'friendly folks in the bike and running area'. However, a single, extremely negative encounter with a rude and persistent clerk during checkout, who became 'turntobeastwhentoldNO', completely overshadowed these positives. This frustrating interaction led to the explicit conclusion from the reviewer that it 'has gotta rate a 2', despite their overall affection for the brand. The severe negative experience with the employee brought the rating down significantly.",True,,REI.. I love you .. what and who did you hire??!!! BECAUSE you are such a 5star.. you rock.. you hav...,5.289497137069702
2,2.0,"The review indicates a significant decline in property management and customer service, describing the front office as 'nothing more than shills' and criticizing constant rent increases and added fees. The only positive aspect mentioned is the maintenance staff, which the reviewer states is the 'only reason' it didn't receive one star. This strong negative sentiment towards core management, despite good maintenance, warrants a low rating.",True,,"I've lived at Mark Taylor properties for about five or six years now and I have to say, they have de...",3.91839599609375
2,2.0,"The review uses extremely strong negative language such as ""GHETTO!"", ""scarred!"", and ""people stink!"", highlighting severe issues with cleanliness, passenger hygiene, and perceived safety concerns (""you will get jacked""). While the bus was punctual and one driver was positive, these minor points are heavily outweighed by the overwhelmingly negative descriptions of the environment and other passengers, justifying a low rating.",True,,"One word sums this place up. GHETTO! The other reviews were right on the money. I'm not gonna lie, I...",5.4013731479644775
2,1.0,"The review is overwhelmingly negative, detailing a series of highly frustrating experiences. The customer encountered incompetent staff resulting in a significant billing error and an uncomfortable interaction. Product availability was poor ('trays were empty and the selection was bare at best'), and the final product, the cupcakes, were severely disappointing ('dryer than a popcorn fart'). The language used throughout, such as 'beyond depressing,' 'dingbat,' and 'disappointing,' clearly indicates a terrible overall experience.",True,,"You would think with the economy being what it is today, it would be easy for any establishment to h...",4.470909833908081
2,2.0,"The review expresses a significant decline in service and satisfaction for a previously loyal customer. While acknowledging past positive experiences and one friendly staff member, the current visit was marred by slow service, an incompetent trainee buyer, unfair pricing, and an off-putting staff attitude. The decision to take business elsewhere indicates strong disappointment despite the historical context.",True,,"I used to be an avid shopper/seller at Buffalo Exchange. As I work at a boutique, it was nice that I...",4.982255697250366
2,,,False,"API error: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'The model is overloaded. Please try again later.', 'status': 'UNAVAILABLE'}}","I have driven past this place a million times and never stopped, so today I did.
I basically was in ...",1.56461501121521
2,1.0,"The review uses overwhelmingly negative language throughout, starting with 'disappointing' and ending with 'I won't be back'. Key complaints include lack of space, poor raw fish selection, diluted drinks, tasteless rolls, and a strong warning to 'STAY AWAY from the happy hour rolls'. There are no positive aspects mentioned, making a 1-star rating appropriate.",True,,Yet another disappointing sushi restaurant in the desert. My date and I went here for their late hap...,4.854915142059326
2,1.0,"The review uses overwhelmingly negative language, stating the reviewer ""wasn't impressed with the food and the quality,"" ""had better,"" and explicitly declares ""will not be back"" because ""there are better places to dine at."" There are no positive remarks whatsoever, indicating a highly unsatisfactory experience.",True,,Went to this place with family for a birthday party and tried various items from the menu.  Wasn't i...,3.7094080448150635
2,2.0,"The review expresses extreme disappointment and disgust with the green chili mac & cheese, using strong negative terms like ""immediate regret,"" ""chewy,"" ""grainy,"" ""gritty,"" ""Yuck,"" and ""Horrible."" While the pulled pork sandwich and hot BBQ were ""pretty darn good,"" the severe failure of one dish heavily outweighs the positive. The reviewer's willingness to return is highly conditional (""if I'm hard up""), indicating it's not a preferred choice, leading to a predominantly negative overall assessment.",True,,After reading all the raves about the green chili mac & cheese it was a must have - and then immedia...,5.96600079536438
2,1.0,"The review expresses extreme dissatisfaction with the food quality, describing multiple dishes as ""awful,"" ""sorely disappointed,"" ""overcooked,"" ""fishy sea salt,"" ""yick,"" and ""heavy Saltiness."" While service was noted as ""good"" and the steak had ""good wholesome beefy taste and great texture,"" these positives are significantly overshadowed by the comprehensive negative critique of almost all food items. The reviewer explicitly states it was their ""FIRST (and last) visit"" and vows never to return, indicating a thoroughly negative overall experience.",True,,"Ok so I get the peanut thing, wood accented atmosphere, good service (although rather ""in your face""...",5.329257965087891
2,2.0,"The review presents several significant negatives including constant overcrowding, insufficient seating leading to waits, difficult parking, and high prices that make the value proposition poor. While the happy hour is a 'great deal' and the atmosphere is 'awesome,' these positives are heavily overshadowed by the numerous, substantial drawbacks that detract from the overall experience.",True,,Good = Happy hour is a great deal but it's always PACKED. The open atmosphere is awesome in the spri...,5.377735137939453
2,,,False,"API error: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'The model is overloaded. Please try again later.', 'status': 'UNAVAILABLE'}}","Yes, I've had better.

The chai lattes are pretty good, but not worth $4.50 for a large(which was a ...",1.6393280029296875
2,1.0,"The review is overwhelmingly negative, detailing a completely unsatisfactory experience from start to finish. Key issues include rude and slow service, incorrect food orders, unpleasant food quality described as ""BLAH,"" ""DRY,"" ""tasted like dirt,"" and ""hurt our mouths,"" feeling overcharged, inconvenient restaurant setup (outside condiment bar, single cashier), and poor hygiene (flies swarming the table). The family left hungry and ""ripped off,"" vowing never to return. While the reviewer explicitly stated they gave two stars for the ""farm fresh concept,"" the actual dining experience described warrants a 1-star rating due to the extensive list of critical failures across all aspects.",True,,"I don't get it!!
My husband, daughter and I went to eat at Joe's because we saw a menu in the Hotel ...",10.54465627670288
